ID	name	source	formula	mass	charge	xrefs
MNXM726951	carnosine	M_carn_c;M_carn_e	C9H14N4O3	226.23262	0	chebi:57485;CHEBI:15727;CHEBI:57485;CHEBI:66874;bigg.metabolite:carn;biggM:M_carn;biggM:carn;chebi:13948;chebi:15727;chebi:23040;chebi:3428;chebi:66874;hmdb:HMDB0000033;hmdb:HMDB00033;kegg.compound:C00386;keggC:C00386;keggC:M_C00386;metacyc.compound:CARNOSINE;metacycM:CARNOSINE;sabiork.compound:5064;sabiorkM:5064
MNXM727011	(9Z)-octadecenoate	M_ocdcea_c;M_ocdcea_e;M_ocdcea_l;M_ocdcea_r	C18H33O2	281.45342	-1	chebi:30823;CHEBI:16196;CHEBI:30823;SLM:000000418;bigg.metabolite:ocdcea;biggM:M_ocdcea;biggM:ocdcea;chebi:104361;chebi:14684;chebi:16196;chebi:25663;chebi:25664;chebi:44741;chebi:7741;hmdb:HMDB0000207;hmdb:HMDB0000573;hmdb:HMDB0002066;hmdb:HMDB00207;hmdb:HMDB00573;hmdb:HMDB02066;kegg.compound:C00712;kegg.drug:D02315;keggC:C00712;keggC:M_C00712;keggD:D02315;keggD:M_D02315;lipidmaps:LMFA01030002;lipidmapsM:LMFA01030002;metacyc.compound:OLEATE-CPD;metacycM:OLEATE-CPD;reactome:R-ALL-2864104;reactome:R-ALL-3632879;reactome:R-ALL-400431;reactome:R-ALL-879534;reactomeM:R-ALL-2864104;reactomeM:R-ALL-3632879;reactomeM:R-ALL-400431;reactomeM:R-ALL-879534;sabiork.compound:2312;sabiorkM:2312;seed.compound:cpd00536;seedM:M_cpd00536;seedM:cpd00536;slm:000000418
MNXM727012	(9E)-octadecenoate	M_elaid_c;M_elaid_e;M_elaid_r	C18H33O2	281.45342	-1	chebi:30825;CHEBI:27997;CHEBI:30825;SLM:000389844;bigg.metabolite:elaid;biggM:M_elaid;biggM:elaid;chebi:10546;chebi:23903;chebi:27997;chebi:42209;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/dd6b7b2d-b027-46cb-b479-16bf52de3733;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/dd6b7b2d-b027-46cb-b479-16bf52de3733;kegg.compound:C01712;keggC:C01712;keggC:M_C01712;lipidmaps:LMFA01030073;lipidmapsM:LMFA01030073;metacyc.compound:CPD-14260;metacycM:CPD-14260;reactome:R-ALL-400481;reactomeM:R-ALL-400481;sabiork.compound:2139;sabiork.compound:28897;sabiorkM:2139;sabiorkM:28897;seed.compound:cpd01179;seedM:M_cpd01179;seedM:cpd01179;slm:000389844
MNXM727034	(R)-pantetheine	M_ptth_c;M_ptth_e;M_ptth_m	C11H22N2O4S	278.36946	0	chebi:16753;CHEBI:16753;bigg.metabolite:ptth;biggM:M_ptth;biggM:ptth;chebi:14734;chebi:25843;chebi:7913;kegg.compound:C00831;keggC:C00831;keggC:M_C00831;metacyc.compound:CPD-511;metacycM:CPD-511;sabiork.compound:5259;sabiorkM:5259;seed.compound:cpd00620;seedM:M_cpd00620;seedM:cpd00620
MNXM727044	Phylloquinone	M_phllqne_c;M_phllqne_e				biggM:phllqne;bigg.metabolite:phllqne;biggM:M_phllqne
MNXM727167	glycyl-L-proline	M_glypro_c;M_glypro_e	C7H12N2O3	172.18186	0	chebi:73779;CHEBI:70744;CHEBI:73779;bigg.metabolite:glypro;biggM:M_glypro;biggM:glypro;chebi:70744;metacyc.compound:CPD-10814;metacycM:CPD-10814;sabiork.compound:20757;sabiorkM:20757;seed.compound:cpd22832;seedM:M_cpd22832;seedM:cpd22832
MNXM727178	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one	M_xoldioloneh_c	C27H46O3	418.65234	0	chebi:2288;CHEBI:2288;SLM:000485675;bigg.metabolite:xoldioloneh;biggM:M_xoldioloneh;biggM:xoldioloneh;kegg.compound:C05453;keggC:C05453;keggC:M_C05453;lipidmaps:LMST04030113;lipidmapsM:LMST04030113;metacyc.compound:CPD-10503;metacycM:CPD-10503;reactome:R-ALL-192064;reactomeM:R-ALL-192064;seed.compound:cpd03236;seedM:M_cpd03236;seedM:cpd03236;slm:000485675
MNXM727182	chenodeoxycholate	M_C02528_c;M_C02528_e;M_C02528_r	C24H39O4	391.56406	-1	chebi:36234;CHEBI:16755;CHEBI:36234;SLM:000000861;bigg.metabolite:C02528;biggM:C02528;biggM:M_C02528;chebi:13960;chebi:16755;chebi:23093;chebi:23094;chebi:3588;chebi:3593;chebi:57884;hmdb:HMDB0000518;hmdb:HMDB00518;kegg.compound:C02528;kegg.drug:D00163;keggC:C02528;keggC:M_C02528;keggD:D00163;keggD:M_D00163;lipidmaps:LMST04010032;lipidmapsM:LMST04010032;metacyc.compound:CPD-15189;metacycM:CPD-15189;reactome:R-ALL-192442;reactome:R-ALL-194127;reactome:R-ALL-444824;reactome:R-ALL-4755453;reactomeM:R-ALL-192442;reactomeM:R-ALL-194127;reactomeM:R-ALL-444824;reactomeM:R-ALL-4755453;seed.compound:cpd01663;seedM:M_cpd01663;seedM:cpd01663;slm:000000861
MNXM727186	11-cis-eicosenoyl-CoA	M_CE5151_c;M_CE5151_m;M_CE5151_r;M_CE5151_x	C41H68N7O17P3S	1056.002883	-4	biggM:CE5151;bigg.metabolite:CE5151;biggM:M_CE5151
MNXM727224	cyanate	M_cynt_e	CNO	42.01684	-1	chebi:29195;CHEBI:28024;CHEBI:29195;bigg.metabolite:cynt;biggM:M_cynt;biggM:cynt;chebi:14037;chebi:23419;chebi:23422;chebi:28024;chebi:3968;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/20a1ab57-2ac5-44c6-8390-60706fcc3fa1;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/20a1ab57-2ac5-44c6-8390-60706fcc3fa1;hmdb:HMDB0002078;hmdb:HMDB02078;kegg.compound:C01417;keggC:C01417;keggC:M_C01417;metacyc.compound:CPD-69;metacycM:CPD-69;seed.compound:cpd01015;seedM:M_cpd01015;seedM:cpd01015
MNXM727276	CoA	M_coa_c;M_coa_e;M_coa_g;M_coa_l;M_coa_m;M_coa_n;M_coa_r;M_coa_x	C21H32N7O16P3S	763.503643	-4	chebi:57287;CHEBI:15346;CHEBI:57287;bigg.metabolite:coa;biggM:M_coa;biggM:coa;chebi:13294;chebi:13295;chebi:13298;chebi:15346;chebi:23355;chebi:3771;chebi:41597;chebi:41631;chebi:741566;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/19310484-6aa5-4dcf-b1da-855a8c21ecfd;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/19310484-6aa5-4dcf-b1da-855a8c21ecfd;hmdb:HMDB0001423;hmdb:HMDB0062184;hmdb:HMDB01423;hmdb:HMDB62184;kegg.compound:C00010;keggC:C00010;keggC:M_C00010;metacyc.compound:CO-A;metacycM:CO-A;reactome:R-ALL-162743;reactome:R-ALL-193514;reactome:R-ALL-2485002;reactome:R-ALL-29374;reactome:R-ALL-76194;reactomeM:R-ALL-162743;reactomeM:R-ALL-193514;reactomeM:R-ALL-2485002;reactomeM:R-ALL-29374;reactomeM:R-ALL-76194;sabiork.compound:1265;sabiorkM:1265;seed.compound:cpd00010;seedM:M_cpd00010;seedM:cpd00010
MNXM727336	lipoxin B4	M_C06315_c;M_C06315_e	C20H31O5	351.45714	-1	chebi:67031;CHEBI:6499;CHEBI:67031;SLM:000501194;bigg.metabolite:C06315;biggM:C06315;biggM:M_C06315;chebi:6499;hmdb:HMDB0005082;hmdb:HMDB0062299;hmdb:HMDB05082;hmdb:HMDB62299;kegg.compound:C06315;keggC:C06315;keggC:M_C06315;lipidmaps:LMFA03040002;lipidmapsM:LMFA03040002;metacyc.compound:CPD66-56;metacycM:CPD66-56;reactome:R-ALL-2142776;reactomeM:R-ALL-2142776;seed.compound:cpd03756;seedM:M_cpd03756;seedM:cpd03756;slm:000501194
MNXM727337	(10Z)-heptadecenoic acid	M_M00003_c;M_M00003_e;M_M00003_r	C17H31O2	267.42684	-1	chebi:75094;CHEBI:75094;CHEBI:78990;bigg.metabolite:M00003;biggM:M00003;biggM:M_M00003;chebi:78990;hmdb:HMDB0060038;hmdb:HMDB0062542;hmdb:HMDB60038;hmdb:HMDB62542;lipidmaps:LMFA01030283;lipidmapsM:LMFA01030283;metacyc.compound:CPD-15680;metacycM:CPD-15680;seed.compound:cpd34403;seedM:M_cpd34403;seedM:cpd34403
MNXM727399	estrone 3-sulfate	M_estrones_c;M_estrones_e;M_estrones_r	C18H21O5S	349.42234	-1	chebi:60050;CHEBI:17474;CHEBI:60050;bigg.metabolite:estrones;biggM:M_estrones;biggM:estrones;chebi:14221;chebi:17474;chebi:23972;chebi:4871;hmdb:HMDB0001425;hmdb:HMDB01425;kegg.compound:C02538;keggC:C02538;keggC:M_C02538;lipidmaps:LMST02010043;lipidmapsM:LMST02010043;metacyc.compound:ESTRONE-SULFATE;metacycM:ESTRONE-SULFATE;reactome:R-ALL-176501;reactome:R-ALL-561076;reactomeM:R-ALL-176501;reactomeM:R-ALL-561076;seed.compound:cpd01669;seedM:M_cpd01669;seedM:cpd01669
MNXM727431	aldehydo-L-iduronate	M_idour_c;M_idour_e;M_idour_l	C6H9O7	193.13146	-1	chebi:21338;CHEBI:21338;CHEBI:28481;bigg.metabolite:idour;biggM:M_idour;biggM:idour;chebi:21341;chebi:28481;chebi:6252;metacyc.compound:CPD-17704;metacycM:CPD-17704;reactome:R-ALL-1678617;reactomeM:R-ALL-1678617;seed.compound:cpd35099;seedM:M_cpd35099;seedM:cpd35099
MNXM727450	3-hydroxyhexadecanoylcarnitine	M_3hexdcrn_c;M_3hexdcrn_e	C23H45NO5	415.60714	0	biggM:3hexdcrn;bigg.metabolite:3hexdcrn;biggM:M_3hexdcrn
MNXM727452	Glutaryl Carnitine	M_c5dc_c;M_c5dc_e	C12H20NO6	274.29034	-1	biggM:c5dc;bigg.metabolite:c5dc;biggM:M_c5dc;lipidmaps:LMFA07070066;lipidmapsM:LMFA07070066
MNXM727459	9-Decenoylcarnitine	M_c101crn_c;M_c101crn_e	C17H31NO4	313.43238	0	chebi:88543;CHEBI:88543;bigg.metabolite:c101crn;biggM:M_c101crn;biggM:c101crn;lipidmaps:LMFA07070048;lipidmapsM:LMFA07070048
MNXM727488	mesaconate	M_mescon_m	C5H4O4	128.08286	-2	chebi:36986;CHEBI:16600;CHEBI:36986;bigg.metabolite:mescon;biggM:M_mescon;biggM:mescon;chebi:11622;chebi:14584;chebi:16600;chebi:19700;chebi:19701;chebi:43999;chebi:6772;kegg.compound:C01732;keggC:C01732;keggC:M_C01732;lipidmaps:LMFA01170116;lipidmapsM:LMFA01170116;metacyc.compound:MESACONATE;metacycM:MESACONATE;sabiork.compound:5760;sabiorkM:5760;seed.compound:cpd01194;seedM:M_cpd01194;seedM:cpd01194
MNXM727517	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1	M_acngalacglcgalgluside_hs_g				biggM:acngalacglcgalgluside_hs;bigg.metabolite:acngalacglcgalgluside_hs;biggM:M_acngalacglcgalgluside_hs
MNXM727529	N-alpha-acetyl-L-asparagine	M_CE1556_c;M_CE1556_e	C6H9N2O4	173.14674	-1	chebi:139582;CHEBI:139582;bigg.metabolite:CE1556;biggM:CE1556;biggM:M_CE1556;hmdb:HMDB0006028;hmdb:HMDB06028;metacyc.compound:CPD-8980;metacycM:CPD-8980;seed.compound:cpd25519;seedM:M_cpd25519;seedM:cpd25519
MNXM727533	Rtotal3crn c	M_Rtotal3crn_c;M_Rtotal3crn_m	C8H14NO4*	188.2011	0	biggM:Rtotal3crn;bigg.metabolite:Rtotal3crn;biggM:M_Rtotal3crn
MNXM727572	1-O-alkyl-sn-glycero-3-phosphocholine	M_ak2lgchol_hs_c;M_ak2lgchol_hs_e	C8H19NO6P*	256.213361	0	chebi:30909;CHEBI:136120;CHEBI:30909;CHEBI:64495;SLM:000000448;bigg.metabolite:ak2lgchol_hs;biggM:M_ak2lgchol_hs;biggM:ak2lgchol_hs;chebi:11242;chebi:11247;chebi:136120;chebi:19016;chebi:64495;kegg.compound:C04317;keggC:C04317;keggC:M_C04317;slm:000000448
MNXM727604	(2R)-3-phosphoglycerate	M_3pg_c;M_3pg_e;M_3pg_m	C3H4O7P	183.033421	-3	chebi:58272;CHEBI:17050;CHEBI:17794;CHEBI:57998;CHEBI:58272;CHEBI:88005;bigg.metabolite:3pg;biggM:3pg;biggM:M_3pg;chebi:11879;chebi:11880;chebi:11882;chebi:12987;chebi:1657;chebi:1659;chebi:17050;chebi:17794;chebi:21029;chebi:24345;chebi:40016;chebi:57998;chebi:88005;chebi:88352;hmdb:HMDB0000807;hmdb:HMDB0060180;hmdb:HMDB00807;hmdb:HMDB60180;kegg.compound:C00197;kegg.compound:C00597;keggC:C00197;keggC:C00597;keggC:M_C00197;keggC:M_C00597;metacyc.compound:G3P;metacycM:G3P;reactome:R-ALL-29728;reactomeM:R-ALL-29728;sabiork.compound:21216;sabiork.compound:30;sabiorkM:21216;sabiorkM:30;seed.compound:cpd00169;seed.compound:cpd30741;seedM:M_cpd00169;seedM:M_cpd30741;seedM:cpd00169;seedM:cpd30741
MNXM727630	Cia-5,8, Tetradecadienoic Acid	M_tetdeca511ac_c;M_tetdeca511ac_e	C14H23O2	223.33122	-1	biggM:tetdeca511ac;bigg.metabolite:tetdeca511ac;biggM:M_tetdeca511ac;lipidmaps:LMFA01030256;lipidmapsM:LMFA01030256
MNXM727641	a phosphatidylglycerol phosphate	M_pgp_hs_c;M_pgp_hs_m	C8H11O13P2*	377.112662	-3	chebi:60522;CHEBI:17264;CHEBI:60522;bigg.metabolite:pgp_hs;biggM:M_pgp_hs;biggM:pgp_hs;chebi:14805;chebi:17264;chebi:36724;chebi:8131;chebi:83196
MNXM727657	hydrogen cyanide	M_cyan_c;M_cyan_e;M_cyan_m	CHN	27.02538	0	chebi:18407;CHEBI:18407;bigg.metabolite:cyan;biggM:M_cyan;biggM:cyan;chebi:13362;chebi:5786;hmdb:HMDB0060292;hmdb:HMDB60292;kegg.compound:C01326;keggC:C01326;keggC:M_C01326;metacyc.compound:HCN;metacycM:HCN;reactome:R-ALL-1130611;reactomeM:R-ALL-1130611;seed.compound:cpd00150;seed.compound:cpd19012;seedM:M_cpd00150;seedM:M_cpd19012;seedM:cpd00150;seedM:cpd19012
MNXM727715	glycylglycine	M_glygly_c;M_glygly_e	C4H8N2O3	132.118	0	chebi:356445;CHEBI:17201;CHEBI:356445;bigg.metabolite:glygly;biggM:M_glygly;biggM:glygly;chebi:14364;chebi:17201;chebi:24413;chebi:5504;hmdb:HMDB0011733;hmdb:HMDB11733;kegg.compound:C02037;keggC:C02037;keggC:M_C02037;metacyc.compound:GLYCYLGLYCINE;metacycM:GLYCYLGLYCINE;sabiork.compound:2362;sabiork.compound:25557;sabiorkM:2362;sabiorkM:25557;seed.compound:cpd01391;seedM:M_cpd01391;seedM:cpd01391
MNXM727717	Leu-Gly	M_leugly_c;M_leugly_e	C8H16N2O3	188.22432	0	chebi:74534;CHEBI:133658;CHEBI:74534;bigg.metabolite:leugly;biggM:M_leugly;biggM:leugly;chebi:133658;metacyc.compound:CPD0-2555;metacycM:CPD0-2555;sabiork.compound:27972;sabiork.compound:28028;sabiorkM:27972;sabiorkM:28028;seed.compound:cpd32743;seedM:M_cpd32743;seedM:cpd32743
MNXM727723	Previtamin D(3)	M_pd3_c	C27H44O	384.63766	0	chebi:8403;CHEBI:8403;bigg.metabolite:pd3;biggM:M_pd3;biggM:pd3;kegg.compound:C07711;keggC:C07711;keggC:M_C07711;lipidmaps:LMST03020222;lipidmapsM:LMST03020222;metacyc.compound:CPD-10570;metacycM:CPD-10570;seed.compound:cpd04847;seedM:M_cpd04847;seedM:cpd04847
MNXM727759	Primed glycogenin (glycogenin-8[1,4-Glc])	M_ggn_c	C6H11O5	163.14854	0	biggM:ggn;bigg.metabolite:ggn;biggM:M_ggn
MNXM727763	1-hexadecanoyl-sn-glycero-3-phosphocholine	M_pcholpalm_hs_c;M_pcholpalm_hs_e	C24H50NO7P	495.630101	0	chebi:72998;CHEBI:28468;CHEBI:72998;SLM:000000556;bigg.metabolite:pcholpalm_hs;biggM:M_pcholpalm_hs;biggM:pcholpalm_hs;chebi:19080;chebi:28468;chebi:665;chebi:73795;hmdb:HMDB0010382;hmdb:HMDB0062541;hmdb:HMDB10382;hmdb:HMDB62541;kegg.compound:C04102;keggC:C04102;keggC:M_C04102;lipidmaps:LMGP01050018;lipidmaps:LMGP01050113;lipidmapsM:LMGP01050018;lipidmapsM:LMGP01050113;metacyc.compound:CPD-8343;metacycM:CPD-8343;sabiork.compound:21180;sabiorkM:21180;seed.compound:cpd02533;seedM:M_cpd02533;seedM:cpd02533;slm:000000556
MNXM727777	prostaglandin B2	M_HC02205_c;M_HC02205_e	C20H29O4	333.44186	-1	chebi:133391;CHEBI:133391;CHEBI:28099;bigg.metabolite:HC02205;biggM:HC02205;biggM:M_HC02205;chebi:26317;chebi:28099;chebi:42246;chebi:8507;kegg.compound:C05954;keggC:C05954;keggC:M_C05954;lipidmaps:LMFA03010018;lipidmapsM:LMFA03010018;reactome:R-ALL-2299721;reactomeM:R-ALL-2299721;seed.compound:cpd03543;seedM:M_cpd03543;seedM:cpd03543
MNXM727819	L-xylulose	M_xylu__L_c;M_xylu__L_e	C5H10O5	150.1299	0	chebi:17399;CHEBI:17399;bigg.metabolite:xylu__L;biggM:M_xylu__L;biggM:xylu_L;biggM:xylu__L;chebi:13190;chebi:21425;chebi:6326;hmdb:HMDB0000751;hmdb:HMDB0002245;hmdb:HMDB00751;hmdb:HMDB02245;metacyc.compound:L-XYLULOSE;metacycM:L-XYLULOSE;sabiork.compound:1505;sabiork.compound:23128;sabiorkM:1505;sabiorkM:23128;seed.compound:cpd00261;seedM:M_cpd00261;seedM:cpd00261
MNXM727823	N(5)-[(Z)-amino(hydroxyimino)methyl]ornithine	M_nwharg_c;M_nwharg_e	C6H15N4O3	191.20846	1	chebi:7101;CHEBI:47825;CHEBI:47826;CHEBI:47827;CHEBI:7101;bigg.metabolite:nwharg;biggM:M_nwharg;biggM:nwharg;chebi:47825;chebi:47826;chebi:47827
MNXM727852	N-formylkynurenine	M_Lfmkynr_c	C11H12N2O4	236.22406	0	chebi:18377;CHEBI:18377;bigg.metabolite:Lfmkynr;biggM:Lfmkynr;biggM:M_Lfmkynr;chebi:12509;chebi:5156;hmdb:HMDB0001200;hmdb:HMDB01200;metacyc.compound:CPD-10488;metacycM:CPD-10488;reactome:R-ALL-33179;reactomeM:R-ALL-33179
MNXM727871	L-ascorbate	M_ascb__L_c;M_ascb__L_e	C6H7O6	175.11618	-1	chebi:38290;CHEBI:29073;CHEBI:38290;bigg.metabolite:ascb__L;biggM:M_ascb__L;biggM:ascb__L;chebi:13082;chebi:13861;chebi:21240;chebi:2868;chebi:29073;chebi:40892;chebi:43473;hmdb:HMDB0000044;hmdb:HMDB00044;hmdb:HMDB0014273;hmdb:HMDB0029945;hmdb:HMDB14273;hmdb:HMDB29945;kegg.compound:C00072;kegg.drug:D00018;keggC:C00072;keggC:M_C00072;keggD:D00018;keggD:M_D00018;metacyc.compound:ASCORBATE;metacycM:ASCORBATE;reactome:R-ALL-1981146;reactome:R-ALL-198816;reactome:R-ALL-198836;reactome:R-ALL-351595;reactome:R-ALL-5251226;reactomeM:R-ALL-1981146;reactomeM:R-ALL-198816;reactomeM:R-ALL-198836;reactomeM:R-ALL-351595;reactomeM:R-ALL-5251226;sabiork.compound:1929;sabiorkM:1929;seed.compound:cpd00059;seedM:M_cpd00059;seedM:cpd00059
MNXM727890	sedoheptulose 1,7-bisphosphate	M_HC00361_c	C7H12O13P2	366.109902	-4	chebi:58335;CHEBI:17969;CHEBI:58335;bigg.metabolite:HC00361;bigg.metabolite:s17bp;biggM:HC00361;biggM:M_HC00361;biggM:M_s17bp;biggM:s17bp;chebi:15072;chebi:17969;chebi:26620;chebi:9081;hmdb:HMDB0060274;hmdb:HMDB60274;kegg.compound:C00447;keggC:C00447;keggC:M_C00447;metacyc.compound:D-SEDOHEPTULOSE-1-7-P2;metacycM:D-SEDOHEPTULOSE-1-7-P2;sabiork.compound:1339;sabiorkM:1339;seed.compound:cpd00349;seedM:M_cpd00349;seedM:cpd00349
MNXM727928	(S)-2,3-epoxysqualene	M_Ssq23epx_c;M_Ssq23epx_r	C30H50O	426.7174	0	chebi:15441;CHEBI:15441;SLM:000000310;bigg.metabolite:Ssq23epx;biggM:M_Ssq23epx;biggM:Ssq23epx;chebi:11026;chebi:11072;chebi:18728;chebi:372;kegg.compound:C01054;keggC:C01054;keggC:M_C01054;lipidmaps:LMPR0106010010;lipidmapsM:LMPR0106010010;metacyc.compound:EPOXYSQUALENE;metacycM:EPOXYSQUALENE;reactome:R-ALL-191309;reactomeM:R-ALL-191309;seed.compound:cpd00776;seedM:M_cpd00776;seedM:cpd00776;slm:000000310
MNXM727956	3 Methylthiopropionate	M_3mtp_c;M_3mtp_e	C4H8OS	104.17172	0	biggM:3mtp;bigg.metabolite:3mtp;biggM:M_3mtp;hmdb:HMDB0031192;hmdb:HMDB31192
MNXM727959	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate	M_tmndnc_c;M_tmndnc_e;M_tmndnc_l;M_tmndnc_r	C20H29O2	301.44306	-1	chebi:58562;CHEBI:28364;CHEBI:58562;SLM:000000409;bigg.metabolite:tmndnc;biggM:M_tmndnc;biggM:tmndnc;chebi:23901;chebi:28364;chebi:42328;chebi:4764;hmdb:HMDB0001999;hmdb:HMDB01999;kegg.compound:C06428;kegg.drug:D08061;keggC:C06428;keggC:M_C06428;keggD:D08061;keggD:M_D08061;lipidmaps:LMFA01030759;lipidmapsM:LMFA01030759;metacyc.compound:5Z8Z11Z14Z17Z-EICOSAPENTAENOATE;metacycM:5Z8Z11Z14Z17Z-EICOSAPENTAENOATE;reactome:R-ALL-400199;reactomeM:R-ALL-400199;seed.compound:cpd03851;seedM:M_cpd03851;seedM:cpd03851;slm:000000409
MNXM727996	citrate	M_cit_c;M_cit_e;M_cit_m	C6H5O7	189.0997	-3	chebi:16947;CHEBI:132362;CHEBI:16947;CHEBI:30769;CHEBI:35802;CHEBI:35806;CHEBI:35809;CHEBI:35810;CHEBI:76049;bigg.metabolite:cit;biggM:M_cit;biggM:cit;chebi:132362;chebi:13999;chebi:23321;chebi:23322;chebi:30769;chebi:35802;chebi:35806;chebi:35809;chebi:35810;chebi:3727;chebi:41523;chebi:42563;chebi:76049;hmdb:HMDB0000094;hmdb:HMDB00094;kegg.compound:C00158;kegg.drug:D00037;keggC:C00158;keggC:M_C00158;keggD:D00037;keggD:M_D00037;metacyc.compound:CIT;metacycM:CIT;reactome:R-ALL-29654;reactome:R-ALL-433138;reactome:R-ALL-76190;reactomeM:R-ALL-29654;reactomeM:R-ALL-433138;reactomeM:R-ALL-76190;sabiork.compound:1952;sabiorkM:1952;seed.compound:cpd00137;seedM:M_cpd00137;seedM:cpd00137
MNXM728062	dITP	M_ditp_c;M_ditp_e;M_ditp_n	C10H11N4O13P3	488.134783	-4	chebi:61382;CHEBI:28807;CHEBI:61382;bigg.metabolite:ditp;biggM:M_ditp;biggM:ditp;chebi:10499;chebi:19251;chebi:28807;hmdb:HMDB0003537;hmdb:HMDB03537;kegg.compound:C01345;keggC:C01345;keggC:M_C01345;metacyc.compound:DITP;metacycM:DITP;reactome:R-ALL-2509835;reactomeM:R-ALL-2509835;sabiork.compound:1713;sabiorkM:1713;seed.compound:cpd00977;seedM:M_cpd00977;seedM:cpd00977
MNXM728089	imidazole-4-acetate	M_im4ac_c;M_im4ac_e	C5H5N2O2	125.10548	-1	chebi:57969;CHEBI:16974;CHEBI:57969;CHEBI:70804;bigg.metabolite:im4ac;biggM:M_im4ac;biggM:im4ac;chebi:12017;chebi:14435;chebi:16974;chebi:24776;chebi:24777;chebi:5875;chebi:70804;hmdb:HMDB0002024;hmdb:HMDB0060261;hmdb:HMDB02024;hmdb:HMDB60261;kegg.compound:C02835;keggC:C02835;keggC:M_C02835;metacyc.compound:4-IMIDAZOLEACETATE;metacycM:4-IMIDAZOLEACETATE;sabiork.compound:2541;sabiorkM:2541
MNXM728099	L-histidine	M_his__L_c;M_his__L_e;M_his__L_m	C6H9N3O2	155.15468	0	chebi:57595;CHEBI:15971;CHEBI:32510;CHEBI:32511;CHEBI:32512;CHEBI:32513;CHEBI:57595;bigg.metabolite:his__L;biggM:M_his__L;biggM:his-L;biggM:his__L;chebi:13117;chebi:15971;chebi:21324;chebi:32510;chebi:32511;chebi:32512;chebi:32513;chebi:43048;chebi:43114;chebi:43190;chebi:43239;chebi:6240;hmdb:HMDB0000177;hmdb:HMDB0003412;hmdb:HMDB00177;hmdb:HMDB03412;kegg.compound:C00135;kegg.drug:D00032;keggC:C00135;keggC:M_C00135;keggD:D00032;keggD:M_D00032;metacyc.compound:HIS;metacycM:HIS;reactome:R-ALL-29612;reactome:R-ALL-351970;reactome:R-ALL-379695;reactome:R-ALL-428038;reactomeM:R-ALL-29612;reactomeM:R-ALL-351970;reactomeM:R-ALL-379695;reactomeM:R-ALL-428038;sabiork.compound:2151;sabiork.compound:81;sabiorkM:2151;sabiorkM:81;seed.compound:cpd00119;seedM:M_cpd00119;seedM:cpd00119
MNXM728127	(5Z,8Z,11Z,14Z)-eicosatetraenoate	M_arachd_c;M_arachd_e;M_arachd_l;M_arachd_n;M_arachd_r;M_arachd_x	C20H31O2	303.45894	-1	chebi:32395;CHEBI:15843;CHEBI:32395;SLM:000000296;bigg.metabolite:arachd;biggM:M_arachd;biggM:arachd;chebi:13852;chebi:15843;chebi:22607;chebi:22608;chebi:2799;chebi:40501;hmdb:HMDB0001043;hmdb:HMDB0060102;hmdb:HMDB01043;hmdb:HMDB60102;kegg.compound:C00219;keggC:C00219;keggC:M_C00219;lipidmaps:LMFA01030001;lipidmapsM:LMFA01030001;metacyc.compound:ARACHIDONIC_ACID;metacycM:ARACHIDONIC_ACID;reactome:R-ALL-140356;reactome:R-ALL-29768;reactome:R-ALL-400137;reactome:R-ALL-422506;reactomeM:R-ALL-140356;reactomeM:R-ALL-29768;reactomeM:R-ALL-400137;reactomeM:R-ALL-422506;seed.compound:cpd00188;seedM:M_cpd00188;seedM:cpd00188;slm:000000296
MNXM728193	7alpha-hydroxy-5beta-cholestan-3-one	M_xol7ah_c	C27H46O2	402.65294	0	chebi:2290;CHEBI:2290;SLM:000485677;bigg.metabolite:xol7ah;biggM:M_xol7ah;biggM:xol7ah;kegg.compound:C05451;keggC:C05451;keggC:M_C05451;lipidmaps:LMST04030112;lipidmapsM:LMST04030112;metacyc.compound:CPD-10548;metacycM:CPD-10548;reactome:R-ALL-191980;reactomeM:R-ALL-191980;seed.compound:cpd03234;seedM:M_cpd03234;seedM:cpd03234;slm:000485677
MNXM728252	a 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	M_pcholole_hs_c;M_pcholole_hs_e	C26H52NO7P	521.667381	0	chebi:28610;CHEBI:28610;SLM:000389824;bigg.metabolite:pcholole_hs;biggM:M_pcholole_hs;biggM:pcholole_hs;chebi:19077;chebi:661;chebi:74342;hmdb:HMDB0002815;hmdb:HMDB02815;lipidmaps:LMGP01050032;lipidmapsM:LMGP01050032;metacyc.compound:CPD-8346;metacycM:CPD-8346;seed.compound:cpd02434;seedM:M_cpd02434;seedM:cpd02434;slm:000389824
